loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_2518063,8z780i027h28i823017h2g53z18i269g,2,2021-12-15,2021-12-14,462.82,462.82,0
loan_2518063,8z780i027h28i823017h2g53z18i269z,1,2021-11-30,2021-11-29,462.82,462.82,0
loan_2518063,8z780i027h28i823017h2g53z1zg269x,5,2022-01-31,2022-01-31,462.82,462.82,0
loan_2518063,8z780i027h28i823017h2g53z1zg269y,3,2021-12-31,2021-12-25,462.82,462.82,0
loan_3444092,8z7820577x15hz84017x17y408104890,3,2022-02-15,2022-02-18,432.15999999999997,432.15999999999997,58
loan_3444092,8z7820577x15hz84017x17y408104893,6,2022-03-31,2022-03-31,429.96999999999997,429.96999999999997,0
loan_3444092,8z7820577x15hz84017x17y40810488i,2,2022-01-31,2022-01-30,432.15999999999997,432.15999999999997,0
loan_3444092,8z7820577x15hz84017x17y407ih488x,1,2022-01-17,2022-01-14,432.15999999999997,432.15999999999997,0
loan_3444092,8z7820577x15hz84017x17y408104891,4,2022-02-28,2022-03-01,432.15999999999997,432.15999999999997,0
loan_3444092,8z7820577x15hz84017x17y408104892,5,2022-03-15,2022-03-14,432.15999999999997,432.15999999999997,0
loan_5448071,8z7821368009337i01800g4414036107,1,2022-05-02,2022-05-02,647.51,647.51,0
loan_5448071,8z7821368009337i01800g4414036108,2,2022-05-16,NA,646.78,0,0
loan_8989821,8z7806707hh2hhhi017hh52hg6x90y5i,8,2022-04-18,2022-04-15,333.61,333.61,53
loan_8989821,8z7806707hh2hhhi017hh52hg6x90y63,12,2022-06-15,NA,331.66089999999997,0,0
loan_8989821,8z7806707hh2hhhi017hh52hg6x60y5x,7,2022-03-31,2022-03-31,320.2364,320.2364,71.32
loan_8989821,8z7806707hh2hhhi017hh52hg6x60y5z,3,2022-01-31,2022-01-27,313.0605,313.0605,81.15
loan_8989821,8z7806707hh2hhhi017hh52hg6y20y58,1,2021-12-31,2021-12-30,308.133,308.133,87.9
loan_8989821,8z7806707hh2hhhi017hh52hg6x90y62,11,2022-05-31,NA,356.7291,0,0
loan_8989821,8z7806707hh2hhhi017hh52hg6x60y5h,6,2022-03-15,2022-03-14,322.6162,322.6162,68.06
loan_8989821,8z7806707hh2hhhi017hh52hg6x90y61,10,2022-05-16,NA,347.3121,0,0
loan_8989821,8z7806707hh2hhhi017hh52hg6x60y5g,4,2022-02-15,2022-02-15,287.474,287.474,116.2
loan_8989821,8z7806707hh2hhhi017hh52hg6y20y59,2,2022-01-17,2022-01-15,286.3936,286.3936,117.68
loan_8989821,8z7806707hh2hhhi017hh52hg6x60y5y,5,2022-02-28,2022-02-28,319.89329999999995,319.89329999999995,71.79
loan_8989821,8z7806707hh2hhhi017hh52hg6x90y60,9,2022-05-02,2022-04-30,341.1509,341.1509,42.67
loan_5626482,8z7806897hzxhyhg017hg0z234i23h7g,1,2021-12-31,2021-12-14,177.39,177.39,0
loan_5626482,8z7806897hzxhyhg017hg0z2350x3h7x,4,2022-02-15,2022-02-14,177.39,177.39,0
loan_5626482,8z7806897hzxhyhg017hg0z2350x3h7y,2,2022-01-17,2022-01-15,177.39,177.39,0
loan_5626482,8z7806897hzxhyhg017hg0z2350x3h7h,3,2022-01-31,2022-01-31,177.39,177.39,0
loan_1888824,8z7806907h0i32y8017h0ii86194583z,1,2021-11-30,2021-11-30,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii861g4583x,5,2022-01-31,2022-01-30,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii861g45841,8,2022-03-15,2022-03-16,729.27,729.27,0
loan_1888824,8z7806907h0i32y8017h0ii86194583y,3,2021-12-31,2021-12-31,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii861g4583i,6,2022-02-15,2022-02-15,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii86194583g,2,2021-12-15,2021-12-15,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii86194583h,4,2022-01-17,2022-01-15,730,730,0
loan_1888824,8z7806907h0i32y8017h0ii861g45840,7,2022-02-28,2022-02-28,730,730,0
loan_2799751,8z78210y7hz4864g017hz593581x25hx,1,2021-12-31,2021-12-23,106.58,106.58,0
loan_2799751,8z78210y7hz4864g017hz593583525x1,4,2022-02-15,NA,104.39,0,0
loan_2799751,8z78210y7hz4864g017hz593581x25x0,3,2022-01-31,NA,106.58,0,0
loan_2799751,8z78210y7hz4864g017hz593581x25hi,2,2022-01-17,NA,106.58,0,0
loan_5599766,8z78205y80702g8701807h1hy0xz65gg,3,2022-06-15,NA,1051.6964,0,0
loan_5599766,8z78205y80702g8701807h1hy0xh65y0,8,2022-08-31,NA,1217.7349000000002,0,0
loan_5599766,8z78205y80702g8701807h1hy0xz65gx,6,2022-08-01,NA,1123.9883,0,0
loan_5599766,8z78205y80702g8701807h1hy0xz65gi,7,2022-08-15,NA,1169.7008999999998,0,0
loan_5599766,8z78205y80702g8701807h1hy0xz65gy,4,2022-06-30,NA,1079.1444,0,0
loan_5599766,8z78205y80702g8701807h1hy0yx65g9,1,2022-05-16,NA,984.0254,0,0
loan_5599766,8z78205y80702g8701807h1hy0yx65gz,2,2022-05-31,NA,1024.9419,0,0
loan_5599766,8z78205y80702g8701807h1hy0xz65gh,5,2022-07-15,NA,1107.3077999999998,0,0
loan_0659401,8z7804xi7h23h2xz017h2724439473g4,3,2021-12-31,2021-12-31,155.49,155.49,0
loan_0659401,8z7804xi7h23h2xz017h2724439473g5,4,2022-01-17,2022-01-17,154.6505,154.6505,0
loan_0659401,8z7804xi7h23h2xz017h2724439473g3,2,2021-12-15,2021-12-12,155.49,155.49,0
loan_0659401,8z7804xi7h23h2xz017h2724437z73g2,1,2021-11-30,2021-11-28,155.49,155.49,0
loan_4808878,8z7805h67x631zx5017x658hii1y1701,1,2022-01-31,2022-01-31,7664.2699999999995,7664.2699999999995,0
loan_4839007,8z7821417x684190017x6z9y48zi6617,4,2022-03-15,2022-03-12,696.566,696.566,0
loan_4839007,8z7821417x684190017x6z9y48zi6616,3,2022-02-28,2022-02-25,264.844,264.844,0
loan_4839007,8z7821417x684190017x6z9y48zi6614,1,2022-01-31,2022-01-31,240.9,240.9,0
loan_4839007,8z7821417x684190017x6z9y48zi6615,2,2022-02-15,2022-02-15,240.9,240.9,0
loan_4839007,8z7821417x684190017x6z9y48g16619,6,2022-04-18,NA,0,0,0
loan_4839007,8z7821417x684190017x6z9y48zi6618,5,2022-03-31,NA,0,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z94884,8,2022-02-28,NA,92.2209,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z74881,5,2022-01-17,NA,82.73089999999999,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z7487i,3,2021-12-15,NA,81.249,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z74883,7,2022-02-15,NA,88.78989999999999,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z74882,6,2022-01-31,NA,87.7825,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i193487x,2,2021-11-30,NA,80.884,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z94887,11,2022-04-18,NA,96.25049999999999,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z94885,9,2022-03-15,NA,92.8852,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z94886,10,2022-03-31,NA,94.5496,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i193487h,1,2021-11-16,NA,77.6574,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z74880,4,2021-12-31,NA,81.8549,0,0
loan_6335355,8z7821877yhgzi89017yhxg1i1z94888,12,2022-05-02,NA,95.8052,0,0
loan_5460567,8z780ihy7izyg760017izh86z5942382,3,2022-05-02,2022-05-02,1204.5,1204.5,0
loan_5460567,8z780ihy7izyg760017izh86z5832380,1,2022-03-31,2022-03-30,1192.82,1192.82,0
loan_5460567,8z780ihy7izyg760017izh86z5942384,5,2022-05-31,NA,1192.09,0,0
loan_5460567,8z780ihy7izyg760017izh86z5942383,4,2022-05-16,NA,1192.09,0,0
loan_5460567,8z780ihy7izyg760017izh86z5942385,6,2022-06-15,NA,1179.68,0,0
loan_5460567,8z780ihy7izyg760017izh86z5832381,2,2022-04-18,2022-04-18,1192.09,1192.09,0
loan_4084917,8z78201x7i0yi72z017i0x54iy925i88,4,2022-04-18,2022-04-15,110.17159999999998,110.17159999999998,19.08
loan_4084917,8z78201x7i0yi72z017i0x54iy945i8g,7,2022-05-31,NA,114.69030000000001,0,0
loan_4084917,8z78201x7i0yi72z017i0x54iy7h5i85,1,2022-02-28,2022-02-28,109.3978,109.3978,20.14
loan_4084917,8z78201x7i0yi72z017i0x54iy945i8y,8,2022-06-15,NA,50.2751,0,0
loan_4084917,8z78201x7i0yi72z017i0x54iy925i87,3,2022-03-31,2022-03-30,107.20049999999999,107.20049999999999,23.15
loan_4084917,8z78201x7i0yi72z017i0x54iy925i86,2,2022-03-15,2022-03-14,128.0931,128.0931,24.53
loan_4084917,8z78201x7i0yi72z017i0x54iy925i89,5,2022-05-02,2022-05-02,112.58059999999999,112.58059999999999,15.78
loan_4084917,8z78201x7i0yi72z017i0x54iy925i8z,6,2022-05-16,NA,112.2375,0,0
loan_4381193,8z780ihy7izyg760017ig180577y6784,2,2022-04-18,2022-04-16,659.1899999999999,659.1899999999999,0
loan_4381193,8z780ihy7izyg760017ig180577y6783,1,2022-03-31,2022-03-30,659.92,659.92,0
loan_4381193,8z780ihy7izyg760017ig18057916787,5,2022-05-31,NA,659.1899999999999,0,0
loan_4381193,8z780ihy7izyg760017ig180577y6785,3,2022-05-02,2022-05-01,659.1899999999999,659.1899999999999,0
loan_4381193,8z780ihy7izyg760017ig18057916788,6,2022-06-15,NA,659.1899999999999,0,0
loan_4381193,8z780ihy7izyg760017ig18057916786,4,2022-05-16,NA,659.1899999999999,0,0
loan_2311468,8z7820gy806g0ix901807761yzyi0ghy,3,2022-06-15,NA,197.1,0,0
loan_2311468,8z7820gy806g0ix901807761yzyi0ghh,4,2022-06-30,NA,197.1,0,0
loan_2311468,8z7820gy806g0ix901807761yzh20ghi,6,2022-08-01,NA,195.932,0,0
loan_2311468,8z7820gy806g0ix901807761yzg20gh9,1,2022-05-16,NA,197.1,0,0
loan_2311468,8z7820gy806g0ix901807761yzyi0ghx,5,2022-07-15,NA,197.1,0,0
loan_2311468,8z7820gy806g0ix901807761yzyi0ghg,2,2022-05-31,NA,197.1,0,0
loan_2618409,8z7820y17hzxh7gz017hzi490izi0z0z,1,2021-12-31,2021-12-23,778.91,778.91,0
loan_2618409,8z7820y17hzxh7gz017hzi490izi0z0x,5,2022-02-28,2022-02-28,778.91,778.91,0
loan_2618409,8z7820y17hzxh7gz017hzi490izi0z0y,3,2022-01-31,2022-01-27,778.91,778.91,0
loan_2618409,8z7820y17hzxh7gz017hzi490izi0z0g,2,2022-01-17,2022-01-13,778.91,778.91,0
loan_2618409,8z7820y17hzxh7gz017hzi490izi0z0h,4,2022-02-15,2022-02-13,778.91,778.91,0
loan_2618409,8z7820y17hzxh7gz017hzi490ig20z0i,6,2022-03-15,2022-03-15,776.866,776.866,0
loan_7794733,8z780i6i7h198516017h1h24g4z3711h,6,2022-02-15,NA,0,0,0
loan_7794733,8z780i6i7h198516017h1h24g4z3711z,3,2021-12-31,2021-12-31,89.06,89.06,0
loan_7794733,8z780i6i7h198516017h1h24g4897118,1,2021-11-30,2021-11-30,89.06,89.06,0
loan_7794733,8z780i6i7h198516017h1h24g4z3711y,5,2022-01-31,2022-01-21,176.66,176.66,0
loan_7794733,8z780i6i7h198516017h1h24g4897119,2,2021-12-15,2021-12-15,89.06,89.06,0
loan_7794733,8z780i6i7h198516017h1h24g4z3711g,4,2022-01-17,2022-01-17,89.06,89.06,0
loan_2469193,8z7820007ihg10y9017ihyyh4z4g6y53,2,2022-05-02,2022-05-02,164.25,164.25,0
loan_2469193,8z7820007ihg10y9017ihyyh4z6h6y57,6,2022-06-30,NA,163.958,0,0
loan_2469193,8z7820007ihg10y9017ihyyh4z6h6y56,5,2022-06-15,NA,164.25,0,0
loan_2469193,8z7820007ihg10y9017ihyyh4z4g6y52,1,2022-04-18,2022-04-17,164.25,164.25,0
loan_2469193,8z7820007ihg10y9017ihyyh4z6h6y54,3,2022-05-16,NA,164.25,0,0
loan_2469193,8z7820007ihg10y9017ihyyh4z6h6y55,4,2022-05-31,NA,164.25,0,0
loan_5834635,8z7820217ix1z03g017ix26h00i91i8y,3,2022-05-16,NA,159.87,0,0
loan_5834635,8z7820217ix1z03g017ix26h01141i8h,4,2022-05-31,NA,159.87,0,0
loan_5834635,8z7820217ix1z03g017ix26h00i91i8g,2,2022-05-02,2022-04-30,159.87,159.87,0
loan_5834635,8z7820217ix1z03g017ix26h01141i8i,6,2022-06-30,NA,158.5779,0,0
loan_5834635,8z7820217ix1z03g017ix26h00i91i8z,1,2022-04-18,2022-04-18,159.87,159.87,0
loan_5834635,8z7820217ix1z03g017ix26h01141i8x,5,2022-06-15,NA,159.87,0,0
loan_8827155,8z7805g97hy371i7017hy75y8i1i3785,2,2022-01-17,2022-01-15,399.8648,399.8648,158.15
loan_8827155,8z7805g97hy371i7017hy75y90023788,5,2022-02-28,2022-03-03,455.1769,455.1769,161.47
loan_8827155,8z7805g97hy371i7017hy75y90023786,3,2022-01-31,2022-02-01,417.21689999999995,417.21689999999995,155.47
loan_8827155,8z7805g97hy371i7017hy75y90023789,6,2022-03-15,2022-04-01,453.8483,453.8483,163.29
loan_8827155,8z7805g97hy371i7017hy75y90023787,4,2022-02-15,2022-02-16,433.74409999999995,433.74409999999995,132.83
loan_8827155,8z7805g97hy371i7017hy75y9006378g,8,2022-04-18,2022-04-20,463.2726,463.2726,150.38
loan_8827155,8z7805g97hy371i7017hy75y9006378y,9,2022-05-02,2022-04-20,2021.0853,2021.0853,8.35
loan_8827155,8z7805g97hy371i7017hy75y9006378h,10,2022-05-16,NA,0,0,0
loan_8827155,8z7805g97hy371i7017hy75y9006378x,11,2022-05-31,NA,0,0,0
loan_8827155,8z7805g97hy371i7017hy75y8i1i3784,1,2021-12-31,2021-12-31,414.21659999999997,414.21659999999997,159.58
loan_8827155,8z7805g97hy371i7017hy75y9006378i,12,2022-06-15,NA,0,0,0
loan_8827155,8z7805g97hy371i7017hy75y9002378z,7,2022-03-31,2022-04-01,459.68100000000004,459.68100000000004,97.3
loan_3611213,8z7806497hyhy199017hyi04200z4187,3,2022-01-31,2022-01-31,222.65,222.65,0
loan_3611213,8z7806497hyhy199017hyi041ixy4185,1,2021-12-31,2021-12-30,222.65,222.65,0
loan_3611213,8z7806497hyhy199017hyi04200z4188,4,2022-02-15,2022-02-15,222.65,222.65,0
loan_3611213,8z7806497hyhy199017hyi04200z418z,6,2022-03-15,2022-03-15,219.8468,219.8468,0
loan_3611213,8z7806497hyhy199017hyi041ixy4186,2,2022-01-17,2022-01-14,222.65,222.65,0
loan_3611213,8z7806497hyhy199017hyi04200z4189,5,2022-02-28,2022-02-28,222.65,222.65,0
loan_8040409,8z78060i7i6xhx55017i71x0h4393i9x,4,2022-05-16,NA,117.53,0,0
loan_8040409,8z78060i7i6xhx55017i71x0h4393i9h,3,2022-05-02,2022-04-30,124.1,124.1,0
loan_8040409,8z78060i7i6xhx55017i71x0h4393iz0,6,2022-06-15,NA,109.5,0,0
loan_8040409,8z78060i7i6xhx55017i71x0h4393i9y,2,2022-04-18,2022-04-15,117.53,117.53,0
loan_8040409,8z78060i7i6xhx55017i71x0h4243i9g,1,2022-03-31,2022-03-31,117.53,117.53,0
loan_8040409,8z78060i7i6xhx55017i71x0h4393i9i,5,2022-05-31,NA,117.53,0,0
loan_9716903,8z780x177i8x4x73017i900gyxiz7x23,6,2022-06-15,NA,240.9,0,0
loan_9716903,8z780x177i8x4x73017i900gyxiz7x21,4,2022-05-16,NA,243.82,0,0
loan_9716903,8z780x177i8x4x73017i900gyxiz7x22,5,2022-05-31,NA,243.82,0,0
loan_9716903,8z780x177i8x4x73017i900gyxx67x20,3,2022-05-02,NA,243.82,0,0
loan_9716903,8z780x177i8x4x73017i900gyxx67x1x,1,2022-03-31,NA,243.82,0,0
loan_9716903,8z780x177i8x4x73017i900gyxx67x1i,2,2022-04-18,NA,243.82,0,0
loan_4268129,8z780x4i7y40ii85017y43h245740i23,10,2022-02-28,NA,318.5209,0,0
loan_4268129,8z780x4i7y40ii85017y43h245740i21,8,2022-01-31,NA,304.1399,0,0
loan_4268129,8z780x4i7y40ii85017y43h245700i1i,6,2021-12-31,NA,285.5395,0,0
loan_4268129,8z780x4i7y40ii85017y43h245700i1x,5,2021-12-15,NA,282.3786,0,0
loan_4268129,8z780x4i7y40ii85017y43h245770i25,12,2022-03-31,NA,314.411,0,0
loan_4268129,8z780x4i7y40ii85017y43h245700i1g,2,2021-11-01,NA,221.52579999999998,0,0
loan_4268129,8z780x4i7y40ii85017y43h245740i20,7,2022-01-17,NA,289.6202,0,0
loan_4268129,8z780x4i7y40ii85017y43h245700i1y,3,2021-11-16,NA,269.9394,0,0
loan_4268129,8z780x4i7y40ii85017y43h245560i1z,1,2021-10-15,2021-10-08,305.5634,305.5634,43.42
loan_4268129,8z780x4i7y40ii85017y43h245740i24,11,2022-03-15,NA,322.84979999999996,0,0
loan_4268129,8z780x4i7y40ii85017y43h245740i22,9,2022-02-15,NA,308.6586,0,0
loan_4268129,8z780x4i7y40ii85017y43h245700i1h,4,2021-11-30,NA,280.1229,0,0
loan_9816647,8z780xz97xyi4047017xh270x376675h,1,2022-02-15,2022-02-19,210.24,210.24,58
loan_9816647,8z780xz97xyi4047017xh270x376675x,2,2022-02-28,2022-03-01,210.24,210.24,0
loan_9816647,8z780xz97xyi4047017xh270x376675i,3,2022-03-15,2022-03-31,210.24,210.24,58
loan_9816647,8z780xz97xyi4047017xh270x3766760,4,2022-03-31,2022-05-02,208.78,208.78,58
loan_4955044,8z780i337h6gx216017h6xi4206g0051,6,2022-02-28,2022-02-27,365,365,0
loan_4955044,8z780i337h6gx216017h6xi42060004y,1,2021-12-15,2021-12-13,365,365,0
loan_4955044,8z780i337h6gx216017h6xi4206x0053,8,2022-03-31,2022-03-29,364.27,364.27,0
loan_4955044,8z780i337h6gx216017h6xi42060004h,2,2021-12-31,2021-12-30,365,365,0
loan_4955044,8z780i337h6gx216017h6xi4206g0052,7,2022-03-15,2022-03-15,365,365,0
loan_4955044,8z780i337h6gx216017h6xi4206g004x,3,2022-01-17,2022-01-14,365,365,0
loan_4955044,8z780i337h6gx216017h6xi4206g004i,4,2022-01-31,2022-01-30,365,365,0
loan_4955044,8z780i337h6gx216017h6xi4206g0050,5,2022-02-15,2022-02-13,365,365,0
loan_0309818,8z782ghi7ihh36i0017ihx8224264156,1,2022-04-18,2022-04-18,350.4,350.4,0
loan_0309818,8z782ghi7ihh36i0017ihx8224474157,2,2022-05-02,2022-05-02,350.4,350.4,0
loan_0309818,8z782ghi7ihh36i0017ihx8224474158,3,2022-05-16,NA,350.4,0,0
loan_0309818,8z782ghi7ihh36i0017ihx8224474159,4,2022-05-31,NA,348.94,0,0
loan_7752530,8z7821ii8075581301807y7001317ghz,3,2022-06-15,NA,691.31,0,0
loan_7752530,8z7821ii8075581301807y7001527ghg,4,2022-06-30,NA,691.31,0,0
loan_7752530,8z7821ii8075581301807y7001317gh8,1,2022-05-16,NA,691.31,0,0
loan_7752530,8z7821ii8075581301807y7001317gh9,2,2022-05-31,NA,691.31,0,0
loan_7752530,8z7821ii8075581301807y7001527ghy,5,2022-07-15,NA,691.31,0,0
loan_7752530,8z7821ii8075581301807y7001527ghh,6,2022-08-01,NA,688.39,0,0
loan_0201466,8z782896805g8iy40180687223hh25z6,2,2022-05-31,NA,935.9329999999999,0,0
loan_0201466,8z782896805g8iy40180687223hh25z5,1,2022-05-16,NA,936.59,0,0
loan_9864009,8z7829097h5y717x017h5hi964iy42z6,1,2021-12-15,2021-12-10,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964iy42z9,4,2022-01-31,2022-01-31,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964iy42z8,3,2022-01-17,2022-01-15,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964iy42z7,2,2021-12-31,2021-12-24,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964ix42zh,8,2022-03-31,2022-03-28,236.301,236.301,0
loan_9864009,8z7829097h5y717x017h5hi964iy42zz,5,2022-02-15,2022-02-10,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964ix42zg,6,2022-02-28,2022-02-28,237.25,237.25,0
loan_9864009,8z7829097h5y717x017h5hi964ix42zy,7,2022-03-15,2022-03-14,237.25,237.25,0
loan_4382931,8z7805467x01428z017x02283i9241yx,6,2022-03-31,2022-03-31,687.0833,687.0833,81.79
loan_4382931,8z7805467x01428z017x02283i7341yz,2,2022-01-31,2022-01-29,623.0988,623.0988,169.44
loan_4382931,8z7805467x01428z017x02283i9241yh,5,2022-03-15,2022-03-15,654.2624999999999,654.2624999999999,126.75
loan_4382931,8z7805467x01428z017x02283i9241yi,7,2022-04-18,2022-04-13,713.8232,713.8232,45.16
loan_4382931,8z7805467x01428z017x02283i7341yy,4,2022-02-28,2022-02-24,692.1203,692.1203,74.89
loan_4382931,8z7805467x01428z017x02283i7341yg,3,2022-02-15,2022-02-15,625.0406,625.0406,166.78
loan_4382931,8z7805467x01428z017x02283i9241h0,8,2022-05-02,2022-04-29,743.6583,743.6583,28.36
loan_4382931,8z7805467x01428z017x02283i7341y9,1,2022-01-17,2022-01-14,589.183,589.183,215.9
loan_0359733,8z7805y27ii49z31017ii730843h0h5h,2,2022-05-02,NA,912.5,0,0
loan_0359733,8z7805y27ii49z31017ii730843h0h5y,1,2022-04-18,2022-04-17,912.5,912.5,0
loan_0359733,8z7805y27ii49z31017ii73084570h61,6,2022-06-30,NA,911.77,0,0
loan_0359733,8z7805y27ii49z31017ii730843h0h5x,3,2022-05-16,NA,912.5,0,0
loan_0359733,8z7805y27ii49z31017ii73084570h60,5,2022-06-15,NA,912.5,0,0
loan_0359733,8z7805y27ii49z31017ii730843h0h5i,4,2022-05-31,NA,912.5,0,0
loan_4632880,8z78065y7xg57x9g017xg9515z5h78x1,3,2022-03-15,2022-03-08,440.92,440.92,0
loan_4632880,8z78065y7xg57x9g017xg9515z5h78x2,4,2022-03-31,2022-03-21,440.92,440.92,0
loan_4632880,8z78065y7xg57x9g017xg9515z4178hi,1,2022-02-15,2022-02-10,440.92,440.92,0
loan_4632880,8z78065y7xg57x9g017xg9515z5h78x0,2,2022-02-28,2022-02-26,440.92,440.92,0
loan_4632880,8z78065y7xg57x9g017xg9515z5h78x4,6,2022-05-02,2022-04-25,439.168,439.168,0
loan_4632880,8z78065y7xg57x9g017xg9515z5h78x3,5,2022-04-18,2022-04-15,440.92,440.92,0
loan_6998711,8z782g157y83i5gg017y879226gg1y81,7,2022-01-31,2022-02-09,184.69,184.69,58
loan_6998711,8z782g157y83i5gg017y879226g91y7i,5,2021-12-31,2022-02-09,184.69,184.69,58
loan_6998711,8z782g157y83i5gg017y879226gg1y80,6,2022-01-17,2022-02-09,184.69,184.69,58
loan_6998711,8z782g157y83i5gg017y879226g91y7h,3,2021-11-30,2021-11-26,184.69,184.69,0
loan_6998711,8z782g157y83i5gg017y879226g91y7y,2,2021-11-16,2021-11-15,184.69,184.69,0
loan_6998711,8z782g157y83i5gg017y879226gg1y82,8,2022-02-15,2022-02-21,179.799,179.799,58
loan_6998711,8z782g157y83i5gg017y879226g91y7g,1,2021-11-01,2021-10-31,184.69,184.69,0
loan_6998711,8z782g157y83i5gg017y879226g91y7x,4,2021-12-15,2022-02-09,184.69,184.69,58
loan_9496755,8z7820157h619ih3017h635gxxg80247,4,2022-01-31,2022-01-28,270.4431,270.4431,0
loan_9496755,8z7820157h619ih3017h635gxxz30244,1,2021-12-15,2021-12-08,256.96,256.96,0
loan_9496755,8z7820157h619ih3017h635gxxz30245,2,2021-12-31,2021-12-23,256.96,256.96,0
loan_9496755,8z7820157h619ih3017h635gxxg80246,3,2022-01-17,2022-01-07,308.1987,308.1987,0
loan_9496755,8z7820157h619ih3017h635gxxg80248,5,2022-02-15,2022-02-12,268.84439999999995,268.84439999999995,0
loan_9496755,8z7820157h619ih3017h635gxxg80249,6,2022-02-28,2022-02-25,178.0616,178.0616,0
loan_7705244,8z78205y80702g8701807yzz86z22h8h,6,2022-08-01,NA,443.183,0,0
loan_7705244,8z78205y80702g8701807yzz86832h88,1,2022-05-16,NA,445.3,0,0
loan_7705244,8z78205y80702g8701807yzz86z22h8z,3,2022-06-15,NA,445.3,0,0
loan_7705244,8z78205y80702g8701807yzz86z22h8y,5,2022-07-15,NA,445.3,0,0
loan_7705244,8z78205y80702g8701807yzz86832h89,2,2022-05-31,NA,445.3,0,0
loan_7705244,8z78205y80702g8701807yzz86z22h8g,4,2022-06-30,NA,445.3,0,0
loan_0473618,8z7820h67i45g938017i466g7gh8011h,5,2022-05-16,NA,338.71999999999997,0,0
loan_0473618,8z7820h67i45g938017i466g7gh8011y,4,2022-05-02,2022-05-02,338.71999999999997,338.71999999999997,0
loan_0473618,8z7820h67i45g938017i466g7gh8011z,2,2022-03-31,2022-03-30,338.71999999999997,338.71999999999997,0
loan_0473618,8z7820h67i45g938017i466g7gh8011g,3,2022-04-18,2022-04-18,338.71999999999997,338.71999999999997,0
loan_0473618,8z7820h67i45g938017i466g7gy40119,1,2022-03-15,2022-03-14,338.71999999999997,338.71999999999997,0
loan_0473618,8z7820h67i45g938017i466g7gh8011x,6,2022-05-31,NA,337.6615,0,0
loan_4369434,8z7820xz7h0i2x63017h10115xy61x21,6,2022-02-15,2022-02-14,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xg41x1h,2,2021-12-15,2021-12-14,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xy61x20,5,2022-01-31,2022-01-28,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xg41x1x,3,2021-12-31,2021-12-30,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xy61x22,7,2022-02-28,2022-03-05,130.67,130.67,58
loan_4369434,8z7820xz7h0i2x63017h10115xg41x1i,4,2022-01-17,2022-01-14,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xg41x1y,1,2021-11-30,2021-11-29,130.67,130.67,0
loan_4369434,8z7820xz7h0i2x63017h10115xy61x23,8,2022-03-15,2022-03-14,128.31210000000002,128.31210000000002,0
loan_7710610,8z7828z77y74844h017y754g7g512317,6,2022-01-17,2022-01-06,875.416,875.416,0
loan_7710610,8z7828z77y74844h017y754g7g512315,4,2021-12-15,2021-12-13,876,876,0
loan_7710610,8z7828z77y74844h017y754g7g3x2312,1,2021-11-01,2021-10-12,876,876,0
loan_7710610,8z7828z77y74844h017y754g7g512314,3,2021-11-30,2021-11-24,876,876,0
loan_7710610,8z7828z77y74844h017y754g7g512316,5,2021-12-31,2021-12-27,876,876,0
loan_7710610,8z7828z77y74844h017y754g7g3x2313,2,2021-11-16,2021-11-08,876,876,0
loan_4777817,8z782yy67x2z63y5017x2h5x15946zhg,6,2022-03-31,2022-03-22,408.07,408.07,0
loan_4777817,8z782yy67x2z63y5017x2h5x15946zhz,5,2022-03-15,2022-03-07,137.24,137.24,0
loan_4777817,8z782yy67x2z63y5017x2h5x15806zh8,3,2022-02-15,2022-02-05,137.24,137.24,0
loan_4777817,8z782yy67x2z63y5017x2h5x15946zhh,8,2022-05-02,NA,0,0,0
loan_4777817,8z782yy67x2z63y5017x2h5x15946zhy,7,2022-04-18,NA,0,0,0
